"t","x1","y","experiment"
0.0,1.0,1.0,"exp1"
0.01,1.0051122769464191,0.9802235456383791,"exp1"
0.02,1.0104482639197956,0.960888397175337,"exp1"
0.03,1.0160068013030992,0.9419859511329269,"exp1"
0.04,1.0217868669941896,0.9235077067356017,"exp1"
0.05,1.0277875714930038,0.9054452697093796,"exp1"
0.060000000000000005,1.0340081532473036,0.8877903556433799,"exp1"
0.07,1.0404479742430908,0.8705347929440683,"exp1"
0.08,1.0471065158265487,0.8536705254107059,"exp1"
0.09,1.0539833747450884,0.8371896144587646,"exp1"
0.09999999999999999,1.0610782593957495,0.8210842410164345,"exp1"
0.10999999999999999,1.0683909862698462,0.8053467071178089,"exp1"
0.11999999999999998,1.0759214765833467,0.7899694372148872,"exp1"
0.12999999999999998,1.0836697530830426,0.774944979229171,"exp1"
0.13999999999999999,1.091635937019097,0.7602660053623455,"exp1"
0.15,1.0998202452750627,0.7459253126843337,"exp1"
0.16,1.1082229876469378,0.7319158235158767,"exp1"
0.17,1.1168445642632634,0.7182305856217229,"exp1"
0.18000000000000002,1.1256854631386979,0.7048627722295111,"exp1"
0.19000000000000003,1.1347462578538883,0.6918056818884857,"exp1"
0.20000000000000004,1.144027605354831,0.6790527381812982,"exp1"
0.21000000000000005,1.1535302438652664,0.6665974893013162,"exp1"
0.22000000000000006,1.1632549909059715,0.6544336075070795,"exp1"
0.23000000000000007,1.1732027414151294,0.6425548884648065,"exp1"
0.24000000000000007,1.1833744659642358,0.6309552504891681,"exp1"
0.25000000000000006,1.1937712090642771,0.6196287336918943,"exp1"
0.26000000000000006,1.2043940875571657,0.6085694990471735,"exp1"
0.2700000000000001,1.215244289087654,0.597771827382234,"exp1"
0.2800000000000001,1.226323070651174,0.5872301183009607,"exp1"
0.2900000000000001,1.2376317572132518,0.5769388890478997,"exp1"
0.3000000000000001,1.249171740396342,0.5668927733195313,"exp1"
0.3100000000000001,1.26094447723011,0.5570865200292523,"exp1"
0.3200000000000001,1.272951488961351,0.5475149920320943,"exp1"
0.3300000000000001,1.2851943599198994,0.5381731648148185,"exp1"
0.34000000000000014,1.2976747364370202,0.5290561251566638,"exp1"
0.35000000000000014,1.3103943258129112,0.5201590697656887,"exp1"
0.36000000000000015,1.3233548953300673,0.5114773038953281,"exp1"
0.37000000000000016,1.3365582713093775,0.50300623994549,"exp1"
0.38000000000000017,1.3500063382059184,0.49474139605224443,"exp1"
0.3900000000000002,1.3637010377415175,0.48667839466989304,"exp1"
0.4000000000000002,1.3776443680712356,0.47881296114897276,"exp1"
0.4100000000000002,1.3918383829810024,0.4711409223135199,"exp1"
0.4200000000000002,1.4062851911137075,0.46365820504071426,"exp1"
0.4300000000000002,1.4209869552211114,0.4563608348458291,"exp1"
0.4400000000000002,1.4359458914389975,0.449244934475234,"exp1"
0.45000000000000023,1.4511642685830335,0.4423067225100307,"exp1"
0.46000000000000024,1.466644407462849,0.43554251198275107,"exp1"
0.47000000000000025,1.4823886802118742,0.428948709009402,"exp1"
0.48000000000000026,1.4983995096305023,0.4225218114390158,"exp1"
0.49000000000000027,1.5146793685401698,0.4162584075227429,"exp1"
0.5000000000000002,1.5312307791459507,0.4101551746044178,"exp1"
0.5100000000000002,1.5480563124052718,0.404208877834429,"exp1"
0.5200000000000002,1.565158587400355,0.3984163689086362,"exp1"
0.5300000000000002,1.5825402707119867,0.39277458483399746,"exp1"
0.5400000000000003,1.6002040757921934,0.3872805467224992,"exp1"
0.5500000000000003,1.618152762333393,0.3819313586149182,"exp1"
0.5600000000000003,1.636389135631552,0.376724206335893,"exp1"
0.5700000000000003,1.6549160459408536,0.37165635638173233,"exp1"
0.5800000000000003,1.6737363878173313,0.36672515484235424,"exp1"
0.5900000000000003,1.6928530994488833,0.3619280263587147,"exp1"
0.6000000000000003,1.712269161969019,0.3572624731170633,"exp1"
0.6100000000000003,1.7319875987516264,0.35272607388134686,"exp1"
0.6200000000000003,1.7520114746839852,0.3483164830650722,"exp1"
0.6300000000000003,1.7723438954151574,0.34403142984393686,"exp1"
0.6400000000000003,1.7929880065768147,0.33986871731054324,"exp1"
0.6500000000000004,1.813946992973453,0.3358262216725203,"exp1"
0.6600000000000004,1.8352240777388473,0.3319018914953989,"exp1"
0.6700000000000004,1.8568225214554814,0.32809374699160987,"exp1"
0.6800000000000004,1.8787456212335658,0.3243998793570081,"exp1"
0.6900000000000004,1.9009967097461204,0.32081845015636495,"exp1"
0.7000000000000004,1.9235791542164562,0.3173476907593186,"exp1"
0.7100000000000004,1.946496355354231,0.3139859018283259,"exp1"
0.7200000000000004,1.9697517462360912,0.3107314528602206,"exp1"
0.7300000000000004,1.9933487911267287,0.3075827817830532,"exp1"
0.7400000000000004,2.017290984235989,0.30453839460996446,"exp1"
0.7500000000000004,2.041581848407465,0.301596865151929,"exp1"
0.7600000000000005,2.06622493373378,0.2987568347913011,"exp1"
0.7700000000000005,2.091223816093546,0.29601701231819616,"exp1"
0.7800000000000005,2.1165820956047092,0.2933761738318528,"exp1"
0.7900000000000005,2.1423033949887453,0.29083316270924336,"exp1"
0.8000000000000005,2.1683913578398704,0.2883868896433289,"exp1"
0.8100000000000005,2.194849646793129,0.28603633275349977,"exp1"
0.8200000000000005,2.2216819415849023,0.2837805377708917,"exp1"
0.8300000000000005,2.248891936999022,0.2816186183014343,"exp1"
0.8400000000000005,2.2764833406913163,0.27954975616966277,"exp1"
0.8500000000000005,2.304459870885016,0.27757320184651263,"exp1"
0.8600000000000005,2.332825253929032,0.2756882749645203,"exp1"
0.8700000000000006,2.3615832217106685,0.27389436492406743,"exp1"
0.8800000000000006,2.3907375089138676,0.27219093159453817,"exp1"
0.8900000000000006,2.420291850113571,0.2705775061145063,"exp1"
0.9000000000000006,2.450249976696249,0.26905369179533206,"exp1"
0.9100000000000006,2.480615613596085,0.26761916513282974,"exp1"
0.9200000000000006,2.5113924758356774,0.26627367693196863,"exp1"
0.9300000000000006,2.542584264859506,0.2650170535498883,"exp1"
0.9400000000000006,2.5741946646476883,0.2638491982628515,"exp1"
0.9500000000000006,2.6062273375968483,0.2627700927631213,"exp1"
0.9600000000000006,2.6386859201541357,0.26177979879213553,"exp1"
0.9700000000000006,2.671574018189601,0.26087845991676584,"exp1"
0.9800000000000006,2.704895202091264,0.2600663034558848,"exp1"
0.9900000000000007,2.738653001566281,0.2593436425649346,"exp1"
1.0000000000000007,2.7728509001306114,0.258710878486686,"exp1"
1.0100000000000007,2.807492329268548,0.25816850297690547,"exp1"
1.0200000000000007,2.842580662242344,0.2577171009142111,"exp1"
1.0300000000000007,2.878119207530982,0.25735735310399493,"exp1"
1.0400000000000007,2.9141112018758655,0.2570900392869252,"exp1"
1.0500000000000007,2.9505598029098703,0.2569160413632154,"exp1"
1.0600000000000007,2.9874680813447703,0.2568363468445655,"exp1"
1.0700000000000007,3.024839012690529,0.2568520525464396,"exp1"
1.0800000000000007,3.0626754684783455,0.2569643685341516,"exp1"
1.0900000000000007,3.1009802069576344,0.25717462233708704,"exp1"
1.1000000000000008,3.1397558632353153,0.2574842634462947,"exp1"
1.1100000000000008,3.179004938823849,0.25789486811164397,"exp1"
1.1200000000000008,3.2187297905624437,0.2584081444557587,"exp1"
1.1300000000000008,3.258932618873683,0.25902593792301637,"exp1"
1.1400000000000008,3.299615455315541,0.25975023708303513,"exp1"
1.1500000000000008,3.34078014938634,0.26058317980927415,"exp1"
1.1600000000000008,3.3824283545376415,0.26152705985463626,"exp1"
1.1700000000000008,3.4245615133473555,0.2625843338472969,"exp1"
1.1800000000000008,3.4671808418024948,0.263757628731386,"exp1"
1.1900000000000008,3.5102873126379905,0.26504974967862355,"exp1"
1.2000000000000008,3.5538816376747993,0.26646368849855706,"exp1"
1.2100000000000009,3.5979642490971826,0.26800263257666695,"exp1"
1.2200000000000009,3.642535279605522,0.2696699743713006,"exp1"
1.2300000000000009,3.6875945413773237,0.2714693215021577,"exp1"
1.2400000000000009,3.73314150376519,0.2734045074648873,"exp1"
1.2500000000000009,3.779175269656462,0.2754796030082573,"exp1"
1.260000000000001,3.8256945504149953,0.2776989282123247,"exp1"
1.270000000000001,3.8726976393210863,0.2800670653080599,"exp1"
